# x,y
0.000000000000000000e+00,-5.474521833120959795e-03
5.025125628140703592e-03,2.842714691493764684e-02
1.005025125628140718e-02,6.746047401902309504e-02
1.507537688442210991e-02,1.101586532580255684e-01
2.010050251256281437e-02,1.365899225180615406e-01
2.512562814070351883e-02,1.719038945594675571e-01
3.015075376884421982e-02,2.024002014746123790e-01
3.517587939698492427e-02,1.992369427420751238e-01
4.020100502512562873e-02,2.473325585336190735e-01
4.522613065326633319e-02,3.093259077759316633e-01
5.025125628140703765e-02,3.165056441092449213e-01
5.527638190954774211e-02,3.471344440185136215e-01
6.030150753768843963e-02,3.649258651882659743e-01
6.532663316582915103e-02,4.023065866937603485e-01
7.035175879396984855e-02,4.281876300666176416e-01
7.537688442211055995e-02,4.713085027963869189e-01
8.040201005025125747e-02,4.594279308320884936e-01
8.542713567839195499e-02,5.071694453197698182e-01
9.045226130653266639e-02,5.228331618821328020e-01
9.547738693467336391e-02,5.509530175584180789e-01
1.005025125628140753e-01,5.592075110460954512e-01
1.055276381909547728e-01,5.833233791905565457e-01
1.105527638190954842e-01,6.025093104273083755e-01
1.155778894472361817e-01,6.085735631022062275e-01
1.206030150753768793e-01,6.301155157707273302e-01
1.256281407035175768e-01,6.413759914347141322e-01
1.306532663316583021e-01,6.477018994029880572e-01
1.356783919597989996e-01,6.590712105656122421e-01
1.407035175879396971e-01,6.667817438773356864e-01
1.457286432160803946e-01,6.752334921055564987e-01
1.507537688442211199e-01,6.762170724755903750e-01
1.557788944723618174e-01,6.828775477067754451e-01
1.608040201005025149e-01,6.844554585337786490e-01
1.658291457286432125e-01,6.862825269707294451e-01
1.708542713567839100e-01,6.857290613126625356e-01
1.758793969849246352e-01,6.848390336911229781e-01
1.809045226130653328e-01,6.826878474096680360e-01
1.859296482412060303e-01,6.806095883495386634e-01
1.909547738693467278e-01,6.715832961205897567e-01
1.959798994974874531e-01,6.655285243954590646e-01
2.010050251256281506e-01,6.619447897091862432e-01
2.060301507537688481e-01,6.554599187042505770e-01
2.110552763819095456e-01,6.413700939237361176e-01
2.160804020100502432e-01,6.320585338656489194e-01
2.211055276381909684e-01,6.133852553532836982e-01
2.261306532663316660e-01,6.074408902274724964e-01
2.311557788944723635e-01,5.987106619456808998e-01
2.361809045226130610e-01,5.946005510841780861e-01
2.412060301507537585e-01,5.777951089836322884e-01
2.462311557788944838e-01,5.676558978832471070e-01
2.512562814070351536e-01,5.499307160986738330e-01
2.562814070351758788e-01,5.315914940100775476e-01
2.613065326633166041e-01,5.285573243313881342e-01
2.663316582914572739e-01,4.941796699239832669e-01
2.713567839195979992e-01,4.832768799070792931e-01
2.763819095477387244e-01,4.678506312040696669e-01
2.814070351758793942e-01,4.585182359549261344e-01
2.864321608040201195e-01,4.358822695351969312e-01
2.914572864321607892e-01,4.320344652572445376e-01
2.964824120603015145e-01,4.199308363084116591e-01
3.015075376884422398e-01,4.015957528746668670e-01
3.065326633165829096e-01,3.971257372753111414e-01
3.115577889447236348e-01,3.767594289826804999e-01
3.165829145728643046e-01,3.637004394199432333e-01
3.216080402010050299e-01,3.535822820766532648e-01
3.266331658291457551e-01,3.475733816316557423e-01
3.316582914572864249e-01,3.390519300163795102e-01
3.366834170854271502e-01,3.357783299762451268e-01
3.417085427135678199e-01,3.176547644668620274e-01
3.467336683417085452e-01,3.153971351516022259e-01
3.517587939698492705e-01,3.034458224222216227e-01
3.567839195979899403e-01,3.038113087284064484e-01
3.618090452261306655e-01,2.976436687282039140e-01
3.668341708542713353e-01,2.909576948088808401e-01
3.718592964824120606e-01,2.884396243696498163e-01
3.768844221105527859e-01,2.865805195343242295e-01
3.819095477386934556e-01,2.857248253798059245e-01
3.869346733668341809e-01,2.862099628674371621e-01
3.919597989949749062e-01,2.865037863895789072e-01
3.969849246231155759e-01,2.892496976362474159e-01
4.020100502512563012e-01,2.908060600569989385e-01
4.070351758793969710e-01,2.944178982339656359e-01
4.120603015075376963e-01,3.078422288037459542e-01
4.170854271356784215e-01,3.076013425967832893e-01
4.221105527638190913e-01,3.164642091585580519e-01
4.271356783919598166e-01,3.207893975398572461e-01
4.321608040201004863e-01,3.302067311787516557e-01
4.371859296482412116e-01,3.419683553699536249e-01
4.422110552763819369e-01,3.480668072258372714e-01
4.472361809045226066e-01,3.548413542760693318e-01
4.522613065326633319e-01,3.814141432454676295e-01
4.572864321608040017e-01,3.783751505867293252e-01
4.623115577889447270e-01,3.857354080487748194e-01
4.673366834170854522e-01,4.000796099740800971e-01
4.723618090452261220e-01,4.382280854341288334e-01
4.773869346733668473e-01,4.315294628442261637e-01
4.824120603015075170e-01,4.462156423953318463e-01
4.874371859296482423e-01,4.593826329408362552e-01
4.924623115577889676e-01,4.696739825109177979e-01
4.974874371859296374e-01,4.830483297539758247e-01
5.025125628140703071e-01,5.061171425590601514e-01
5.075376884422110324e-01,5.301349703200275432e-01
5.125628140703517577e-01,5.388154231525402738e-01
5.175879396984924830e-01,5.575556948888827913e-01
5.226130653266332082e-01,5.609568810056189125e-01
5.276381909547738225e-01,5.821392206154129001e-01
5.326633165829145478e-01,5.973447725614340342e-01
5.376884422110552730e-01,6.008209924598768570e-01
5.427135678391959983e-01,6.152557508703078160e-01
5.477386934673367236e-01,6.224339450684089892e-01
5.527638190954774489e-01,6.382476506035943409e-01
5.577889447236180631e-01,6.477569080774473465e-01
5.628140703517587884e-01,6.572951307793887255e-01
5.678391959798995137e-01,6.651608599147312839e-01
5.728643216080402389e-01,6.797014608150622195e-01
5.778894472361809642e-01,6.853892365286314847e-01
5.829145728643215785e-01,6.970939717733611873e-01
5.879396984924623037e-01,6.968486574268191180e-01
5.929648241206030290e-01,7.028836632398535178e-01
5.979899497487437543e-01,7.083191531549887232e-01
6.030150753768844796e-01,7.122401513947927976e-01
6.080402010050250938e-01,7.129565581912776784e-01
6.130653266331658191e-01,7.138382366435646054e-01
6.180904522613065444e-01,7.142804950085165361e-01
6.231155778894472697e-01,7.132181058725267642e-01
6.281407035175879949e-01,7.108504315729329281e-01
6.331658291457286092e-01,7.108967247139265089e-01
6.381909547738693345e-01,7.072772497893639043e-01
